Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46;Column47;Column48;Column49;Column50;Column51;Column52;Column53;Column54;Column55;Column56;Column57;Column58;Column59;Column60;Column61;Column62;Column63;Column64;Column65;Column66;Column67;Column68;Column69;Column70;Column71;Column72;Column73;Column74;Column75;Column76;Column77;Column78;Column79;Column80;Column81;Column82;Column83;Column84;Column85;Column86;Column87;Column88;Column89;Column90;Column91;Column92;Column93;Column94;Column95;Column96;Column97;Column98;Column99;Column100;Column101;Column102;Column103;Column104;Column105;Column106;Column107;Column108;Column109;Column110;Column111;Column112;Column113;Column114;Column115;Column116;Column117;Column118;Column119;Column120;Column121;Column122;Column123;Column124;Column125;Column126;Column127;Column128;Column129;Column130;Column131;Column132;Column133;Column134;Column135;Column136;Column137;Column138;Column139;Column140;Column141
1;-11783;-37708;-45823;-44935;-38518;-26839;-16798;-15118;-85357;-2054;-23456;-25303;-23951;-92747;-19086;-14664;-7231;-17564;-15218;-35348;-17938;-28317;-27728;-29413;-31986;-43896;-48889;-54429;-64102;-52382;-59958;-57899;-56343;-74149;-72004;-75152;-69431;-70068;-63119;-58097;-6002;-52035;-36928;-24688;-27825;-17952;-10453;35013;10761;-86938;37859;13902;84097;14179;18033;17362;15517;277;11358;15247;30673;28889;35637;25605;40916;44584;40742;45713;54434;55384;51857;64441;59616;53992;58637;60917;59317;55233;54683;42654;48245;54493;47824;48868;47901;41801;38362;33318;33349;36634;32977;31504;21492;33186;23174;20779;34142;54444;66619;89885;11025;12684;15362;18094;19692;18951;18123;17183;14796;13166;9806;58194;1827;-9639;-33387;-37989;-38066;-444;-33713;-3197;-31879;-33028;-38056;-36024;-26053;-29055;-24963;-26709;-19757;-10509;4364;92152;10034;1198;10028;70693;55344;73203;14692;-73127
1;-15229;-34826;-43351;-47154;-38921;-25781;-1454;-12768;-69122;-10446;35225;-33541;-12419;-55421;19119;28459;23432;27633;25024;24361;30198;14913;16007;66044;-21529;-22467;-19165;-17522;-35421;-43123;-44711;-46646;-41546;-67486;-77674;-80217;-70779;-66011;-60139;-61504;-69495;-51322;-48217;-47228;-32005;-29618;-20498;-22029;-26081;-17722;-19218;-1837;-2923;-1098;-15765;-12608;-14049;-9532;-13606;-24613;-28892;-1246;-27243;-17022;-15118;15421;11182;18909;60685;15446;16143;70624;23374;27934;37809;42478;25896;43388;32286;28611;41929;38233;19904;13493;19222;22977;15771;24964;16723;17293;15363;14289;13218;11073;30274;44759;49942;71448;92758;10447;13407;16348;18221;19707;18371;18285;1753;15771;13602;8686;54844;21899;-41709;-19685;-30473;-28181;-26549;-29897;-34811;-22062;-296;-27212;-33149;-43481;-35327;-23628;-33199;-14987;21636;8795;16236;14724;15558;15677;13902;1069;72942;94949;15429;3337
1;7166;-48554;-21072;-28065;-35576;-39346;-32953;-20914;-14451;-12195;-18807;45892;-33242;-53424;-18283;-43501;-11975;-20786;-84362;-1211;-24143;-2071;-2494;-3392;-30709;-2504;-32102;-41305;-59576;-57793;-61294;-60811;-69595;-8033;-82795;-84135;-80855;-91974;-97693;-91489;-93935;-73677;-77867;-73981;-689;-57369;-50597;-26109;-30617;-25682;-15786;-91069;-41559;52773;-58316;-39718;16922;12674;6728;97917;1951;27685;20856;18723;25185;32159;272;25532;43133;54258;52533;48071;55154;59579;67354;63654;59702;58701;5978;59007;55162;58402;57359;54703;54469;49734;52228;63466;43;33811;43305;42236;28242;29941;36548;34396;41094;29446;3589;47031;5177;82507;10293;1297;15542;17635;2268;25138;23426;21616;19603;18773;15263;10297;36911;86963;-17253;-32091;-384;-21266;-32403;-43031;-31391;-42651;-40491;-3528;-33425;-31769;-31172;-15479;27747;12223;18828;14118;10004;68154;-29524;-12584;-18458;-1197
1;29716;96087;-15604;-39358;-48862;-41369;-28216;-1396;-97895;-48656;59825;77564;75662;58127;63149;63496;61033;69985;58262;41998;47559;40934;3169;31836;12926;18211;-30065;-95807;-10022;-25462;-25418;-42237;-48583;-58752;-6815;-77688;-75236;-67105;-66461;-56164;-50113;-43398;-3195;-16357;-17747;-29909;-1032;78367;78948;-30863;12144;1278;26577;12521;13458;15907;6681;17512;1247;10399;16899;19397;75202;-10667;94095;11918;26536;22305;31634;35282;35657;45705;38746;48878;49046;57332;56154;53623;53767;40396;4534;2534;17454;27398;23849;98815;25988;12053;36932;38564;-31296;-90702;-13092;-10617;-13873;-979;49865;29152;56882;68147;83536;10912;13863;15635;14193;14274;12497;87034;68192;48977;22623;-80756;-40575;-80877;-98364;-1018;-10627;-10004;-10297;-96041;-10366;-951;-8836;-89866;-98498;-95686;-96837;-86551;-77839;-23544;85233;10654;14606;20697;21621;15696;77061;18861;63879;-10509
1;91909;-86938;-27348;-36863;-4384;-43466;-31555;-20701;-19038;-12066;-31507;-26384;-14913;-26743;-95845;-20589;-20724;-2227;-18302;-21167;-27207;-33629;-31942;-36895;-34995;-35909;-41785;-37508;-35723;-44961;-55581;-59909;-61071;-66905;-64111;-73337;-78319;-80757;-74241;-62149;-57691;-72854;-5856;-38571;-3014;-20473;-13829;-75548;-91715;-14181;66078;11643;80476;69393;23176;31959;11815;15226;86632;21438;72317;18236;11795;21493;23334;20573;393;42385;43484;36285;48734;5048;70422;70416;66896;64802;58362;70372;6411;59938;49333;47635;55547;41913;35729;44005;39719;36342;42202;37647;32435;27906;34317;3148;26671;34405;27991;22796;28542;49529;68651;99942;11846;12973;13954;17165;20201;20074;20922;18625;16537;14854;12895;90143;30663;-24411;-36231;-38186;-46829;-42295;-45074;-4507;-43229;-38007;-45016;-44832;-39824;-39399;-30489;-35852;-27755;17125;86396;10406;13366;13376;11795;80066;92873;43789
1;-12592;-21819;-25595;-29487;-33114;-35046;-31554;-21574;-12618;-12025;-93418;-33633;-11041;-12925;-29133;-19169;-79465;-11627;-20309;-34409;-20495;-24914;-17277;68547;-10133;-95146;-15852;-21832;11701;23223;-22948;-13213;84285;-11039;-15025;-30937;-54018;-88949;-12327;-39765;-29788;-68927;-91398;82249;64974;78636;69274;12267;30254;33636;16275;18841;20302;1834;36944;11879;11639;1068;77151;35325;11012;19395;-20136;-19753;-17202;95009;14191;84568;18272;13283;21774;24807;24523;38859;3838;53205;47035;48205;55082;44902;52428;61116;50831;51693;6327;56968;69229;62966;6361;54913;64947;6408;662;84607;92549;11436;11396;13753;16712;1759;20384;23092;22207;20562;17423;16598;15362;11194;83716;48082;985;29462;11305;-22091;-32571;-30075;-21568;-28899;-29799;-35385;-34801;-30623;-3722;-37258;-34843;-29064;-27911;-67071;54032;12974;13835;86348;20512;-85685;-18524;-23243;-22735;-18172;-11138;-12307
1;-18681;-39183;-38824;-37813;-29205;-20359;-17239;-13283;-60344;-25634;-26211;-20252;-27267;-31513;-30903;-38672;-40666;-4966;-36398;-45218;-5965;-56714;-64267;-54723;-64858;-73791;-74129;-72706;-83396;-92974;-93946;-8855;-92061;-96695;-97087;-10515;-10347;-96019;-9234;-85405;-8378;-6825;-52784;-52403;-45964;-28206;-25523;-25433;-18484;-20686;-17098;-20816;-13481;-80931;-4401;62312;50164;-50164;-49847;72748;44493;11298;77934;14933;21678;19789;18569;26162;31047;29005;39549;34225;52053;53672;55146;54174;47002;46747;51964;53133;48926;45586;39038;40779;35835;35131;39767;42272;37149;34161;37492;37926;39445;33841;34832;44127;63894;80381;92488;1166;1206;14343;17735;18534;18274;17521;16299;15143;12694;10662;74185;26597;91271;5962;-11749;-13148;-13062;-76124;-81317;-27364;-96918;-55175;-40491;-50743;-35672;-26881;-22687;68455;25224;63087;10662;95952;11196;15118;16775;14389;13817;16526;23236;88974
1;-1265;-37549;-45309;-4191;-32993;-23677;-18237;-16091;-76668;-44483;-54148;-48821;-43382;-42098;-46843;-41158;-45904;-49669;-43915;-46786;-49848;-46612;-57435;-54703;-55704;-61258;-68852;-7067;-65104;-65738;-73431;-76965;-84048;-81767;-75796;-81963;-84188;-7944;-7334;-67285;-59892;-49767;-52236;-31518;-2338;-90262;-45826;29121;42436;60661;-33704;12177;98813;12091;10942;12635;15803;10281;21505;22872;19778;22061;20207;26215;2541;3249;37514;41815;55012;49072;47415;59293;65889;6646;59403;70115;73288;69394;61768;71961;67626;54196;49158;51896;50301;46481;52473;43977;40773;32527;33355;35859;33762;31783;36783;38032;35027;64344;80536;97529;10424;11141;14703;16503;17326;16433;14831;13108;11206;90578;73739;53682;15155;-14876;-15883;-26845;-32032;-23208;-27203;-15578;-2282;-17152;-22197;-29946;-29896;-25938;-15393;-19018;38322;33343;91682;12984;14734;19888;20322;16038;9765;54086;88851;22557
1;-10131;-34499;-43951;-49902;-41708;-26957;-16069;-14009;-63564;-24791;-26273;-24157;-28709;-24688;-25389;-2613;-23145;-24169;-19916;-22603;-29471;-25452;-35406;-36179;-30142;-33132;-35746;-41582;-41285;-4459;-52329;-5466;-6263;-60191;-65961;-70211;-69073;-70394;-65441;-71577;-70801;-61804;-51624;-38379;-34254;-1264;-9385;-23794;-44805;-70432;83101;91366;15241;1002;39577;50667;16463;13663;67297;12657;15599;11803;16315;27395;21891;29026;26289;3148;38526;39841;50118;44573;47405;55947;64306;65683;58725;54507;63892;61765;56652;47054;45912;46687;47894;40659;44866;36292;41993;38354;37832;38777;29302;2655;4679;43635;56951;78019;93285;10806;12366;1534;17081;18575;17682;16908;16814;1517;1429;11241;77909;50367;76468;-12125;-22135;-18871;-10459;-17381;-18795;-21016;-21253;-18221;-16883;-17438;-17403;-22271;-12197;-4768;20061;91046;12534;93015;90464;8199;68052;38304;47224;66767;56401;-15245
1;10185;-72093;-25874;-38465;-42658;-34022;-23989;-1896;-16265;-66592;-39846;-51061;-42584;-53899;-40151;-49937;-4565;-46644;-54982;-5163;-57409;-64935;-65373;-65222;-69989;-76957;-76697;-7846;-81184;-83692;-9337;-97123;-10251;-10751;-11087;-10831;-10998;-1075;-10204;-10012;-97999;-91149;-77441;-69733;-68635;-46365;-36663;-31117;-20951;-99393;-1762;-76741;-53196;33643;50531;61217;38786;5837;81829;96783;18892;20677;29858;29908;37558;35087;5331;47471;40368;55064;60239;63157;61782;61153;5941;61525;62421;63113;65926;64452;63829;54304;58395;5235;57894;5722;59359;46579;50656;45876;33116;43502;37722;47172;45721;45917;38076;44077;54817;72664;90389;11533;13468;14565;17261;19901;19449;19674;17749;16283;14243;12162;90969;49047;40936;-92915;-78046;-48542;-4925;-12678;-13343;-19774;-49475;-60828;-6351;-13729;-20727;-72211;58459;17018;56359;12965;13418;10969;95612;49685;47008;58681;14956;78569
1;-88125;-26737;-38431;-46896;-40304;-30417;-19151;-15834;-13841;-6695;-32465;-3921;-39446;-35215;-3933;-31172;-38238;-31971;-40908;-44397;-42414;-40168;-44772;-46278;-44374;-50181;-58916;-55595;-60279;-57739;-63237;-67692;-66176;-70319;-72958;-72259;-77236;-76733;-71105;-63689;-63874;-59211;-38497;-34612;-22827;-18639;-16897;-83283;-44625;-36786;11532;18226;-25048;6081;33767;47634;1072;30543;11486;18118;83476;62822;68151;15655;9787;21138;23809;27954;34719;31923;51772;56603;52339;54083;60588;66586;68028;70677;64392;63223;65403;64889;62168;59144;51281;5679;54816;49441;47069;50125;51908;44091;53451;43946;42617;46425;67089;7204;9738;10879;12173;13666;1601;17989;17776;16117;15424;13607;11141;93419;74288;5068;22672;39433;-92193;-92921;-11972;-15387;-19465;-24058;-22567;-13635;-15072;-98952;-14781;-15939;-1259;-69065;204;47008;12024;14241;14668;17827;18795;127;59646;21332;13714;-11677
1;87314;-22137;-19733;-30915;-43073;-44217;-30089;-18963;-16631;-76074;-33888;-16458;-1716;-19169;-12477;-20423;-28072;-11647;-25594;-33598;-35514;-34044;-33621;-5582;-58088;-59738;-66499;-72091;-74637;-98594;-96255;-10306;-11491;-12358;-12762;-12158;-12305;-13279;-13108;-12223;-11751;-10654;-99769;-74666;-64933;-59549;-5765;-42786;-2918;-34959;-21422;-14923;-19482;-14187;14078;-77303;-48173;-12062;-10609;75819;-53762;66809;45523;15835;24878;28245;36356;4919;40316;48044;55277;59293;7502;66672;66207;77596;65002;58498;61096;61653;61324;46353;62407;5305;47391;48312;44294;35644;33517;46769;36755;38762;32442;39447;3919;34077;3527;31925;40739;36848;41408;54423;42235;3979;43028;43415;65735;11758;15169;16245;14313;12911;11771;1037;11733;10479;66894;24166;61019;10088;58299;13256;96466;12698;96873;22391;21093;91985;14537;20532;40404;99913;16969;16568;18527;18823;17035;10888;76599;12498
1;-131;-35763;-4442;-43741;-41268;-32016;-17894;-11737;-94317;-12256;31055;30478;29364;28244;2749;27928;3054;30737;29045;25493;18246;14882;18333;13532;14271;53284;4895;271;30863;-1836;-16451;-12891;-22222;-2748;-30307;-36389;-29885;-30454;-26201;-13022;-11988;-56144;-60445;-25595;14407;11641;18412;26781;15554;26069;21722;2457;23766;17292;12814;23418;16265;28403;19357;16954;16533;26433;25772;19271;25583;26193;28643;33117;4273;47721;41457;5209;5531;40175;53103;65014;59041;58093;55615;52972;4451;39483;39288;25657;29052;2073;18665;25095;14627;62157;1228;54197;13231;18;18027;46054;53099;73179;82771;11735;16288;20145;22631;21548;18309;17142;15375;11071;70695;20789;-1438;-50976;-82358;-80754;-79663;-80859;-85439;-84954;-82739;-89638;-81668;-92438;-84332;-78136;-91652;-88288;-87578;-73346;-47938;10175;56149;44282;57468;80398;72619;39191;20853;46048;11587;-37339
1;-8614;-23415;-38171;-42449;-37072;-2839;-18765;-16346;-12439;-63172;-49213;-60578;-52636;-44847;-51198;-43426;-44699;-53662;-45272;-47753;-47927;-5282;-53984;-58899;-61391;-56718;-64518;-7338;-72397;-82185;-74635;-79154;-91373;-9001;-91526;-89955;-91699;-82757;-84212;-69651;-66065;-64735;-42091;-40488;-29943;-20669;-22528;-11813;-19603;-20975;-92616;-20683;33242;16457;56279;72529;95656;10015;11416;11221;12407;10434;-68053;1185;19019;17272;2434;35931;29854;42539;50792;44962;41775;45397;47402;50589;43741;5063;54777;48224;43623;44611;43751;39259;37611;21808;25349;34134;37727;40049;35488;34375;3511;35462;29438;39479;59072;64257;96002;96382;11558;1525;17148;19522;18712;18301;17154;1466;12641;9874;62318;33759;61121;-13424;-79716;-9228;-76552;-1236;-10068;-21935;-21922;-17359;-14711;-67134;-2136;-98419;-12644;10998;32749;95421;12681;12438;17004;19741;17252;12955;13995;16942;12791;-66303
1;-25392;-49576;-44542;-42062;-26473;-17643;-14633;-77431;-19678;-2261;-31418;-11337;-25622;-27571;-22308;-32835;-27748;-25446;-36104;-3521;-3376;-39373;-36206;-44404;-41078;-49659;-49893;-60725;-62726;-63317;-71447;-71076;-73019;-77198;-76971;-79565;-83829;-80846;-68824;-63356;-65319;-53484;-42067;-29803;-24516;-18541;-10753;-13543;-62001;-88166;43249;-11907;45645;98671;47277;11143;1285;17406;11591;26564;26223;22212;31076;37905;39841;40456;50618;56243;49571;56224;55318;51423;6217;50738;56207;59248;51576;48568;47108;46614;47973;44358;4628;42122;39175;40759;35642;31444;35081;34969;33141;28935;2601;30799;27824;26001;42306;39304;59528;75315;99136;12231;13337;15577;18587;20837;19991;18555;15857;14353;12169;78573;3584;-44716;-11784;-14988;-21018;-21132;-19392;-19851;-15777;-19128;-13673;-2348;-13421;-19371;-15006;-11145;-66904;37139;62115;13903;13798;1301;10493;54392;45165;35571;10076;-12524
1;48895;-58226;-23702;-33955;-35395;-27623;-20488;-1574;-13334;-73555;-48616;-5072;-55812;-49049;-38104;-45053;-39051;-38995;-38264;-40022;-44375;-38317;-42634;-4518;-46543;-59818;-65744;-63943;-72204;-82313;-80198;-89228;-9553;-10244;-1094;-10962;-11493;-11522;-11082;-10242;-89874;-83868;-75962;-6774;-5557;-49783;-4359;-40046;-37613;-29679;-18652;-13419;-20425;-14289;-16673;-13733;-12209;-13366;-1032;-92676;-9044;-10084;-12063;-66847;-79715;47292;20574;13338;50622;43653;88314;13062;53174;38178;-12055;-41113;-12759;-77602;-1026;-53128;-39198;-13597;-14709;-14394;-16047;-17169;-15567;-12439;-59408;-17546;-16803;-14986;-12886;-74349;-31871;-51592;81833;10276;34071;49226;61648;71483;92608;10917;12127;12288;11903;12253;11086;9851;93384;74333;58649;33061;31177;38837;48397;60505;68092;78424;79359;81398;86921;90157;92574;91203;88632;88545;10229;11466;15206;18087;16691;19666;23418;23234;21675;22618;2813;26911
1;-53006;-2399;-33834;-44705;-45898;-3932;-26857;-1513;-13539;-68485;-21202;-22757;-18477;-21855;-15835;-21608;-22153;-26236;-21356;-22531;-23488;-24204;-43949;-35071;-31206;-41632;-34467;-46501;-41598;-52594;-55702;-53888;-66402;-65339;-7094;-69841;-81008;-70812;-62789;-61745;-53565;-42441;-32502;-19099;-1343;38672;69645;25175;12418;9652;92413;73466;15782;13296;14817;18151;82926;20037;10677;15209;1709;15733;26903;25429;3199;3395;47248;38955;3819;574;52636;50051;53195;58285;55468;57384;56472;54416;47331;45979;48873;5293;4671;48323;46051;39066;4464;40294;36929;34598;36743;33104;38783;33628;35254;34943;36186;3535;45242;44749;46118;59161;69912;74141;11106;13209;12356;9093;638;62447;54882;5869;59261;325;56901;-77472;-63248;-47042;-48525;-1216;-42459;-87822;32675;-51958;-17937;-18643;-18626;79763;12633;56609;14641;20198;21755;24662;24882;15825;49108;-49543;-31192;-18012
1;-19393;-20808;-37354;-43301;-37677;-29142;-21002;-17819;-15505;-73036;-5543;-62951;-58375;-62533;-58792;-55592;-54437;-53934;-63452;-62752;-66015;-64244;-7308;-68915;-78275;-8167;-81102;-81713;-76292;-84857;-95471;-92628;-97165;-10538;-9561;-89558;-95583;-84832;-81264;-78819;-68051;-65521;-51451;-3774;-28013;-27819;-14583;-1602;-12415;-11116;-22301;15702;-58624;-1818;10567;89183;10763;43423;11008;12803;60102;1009;19194;20524;24369;37297;35371;40805;48176;53269;5371;59635;65744;58409;66887;61273;61335;71049;60627;64226;60701;51559;58315;55745;46235;48344;49893;48814;44611;43982;43983;44228;40315;42785;43561;43393;58371;73812;901;11154;11501;1355;15396;15515;14865;15384;13713;11867;11747;95431;73379;59987;31856;83327;31819;19492;62069;-83763;92892;-44322;-26822;-67172;-76412;-12115;21585;-34395;-40122;53554;797;31944;77278;1176;12641;15591;18086;1872;14563;10726;13078;89305
1;97758;-17126;-31665;-41795;-39222;-34795;-20865;-76679;-56998;23495;6776;86191;85977;77624;75953;76027;77008;80342;61338;6575;75669;67628;60526;50124;46613;43474;39796;39396;3483;26008;17031;46188;-77421;-11975;-15441;-26697;-16871;-29712;-95279;-17834;-76098;-537;-34959;-62246;11875;21159;23481;24455;3579;41779;37634;3208;39875;2968;34278;2396;31031;2589;30403;39749;21934;16362;17152;24732;23517;29098;32163;32709;35275;42456;45506;40498;48614;5123;51108;64409;63625;5663;49865;44742;48885;49648;42653;3733;23667;25791;28531;39272;26275;27987;24524;17776;26124;41322;6125;75491;78215;97296;11631;14666;17065;17076;1489;13801;13782;10527;85144;46425;18067;-25223;-766;-93898;-10258;-11432;-11671;-11178;-11691;-12425;-13014;-12608;-12112;-12947;-13235;-11953;-13547;-12702;-1202;-82358;-28064;4711;-37225;10666;20849;12938;76765;-15785;17825;-62289;-99952;-37223
1;-2171;-30581;-34379;-37453;-37025;-33906;-29942;-21057;-1452;-12667;-80052;-54954;-48409;-44763;-46628;-44542;-38262;-40964;-41431;-37543;-31219;-29868;-3033;-24712;-2559;-18203;-15952;-94989;-10166;-30756;-32913;-17003;-11532;40729;10741;1308;17013;19288;17063;26215;28342;31;34959;29774;34476;37068;42112;43856;43896;46766;45585;43698;43581;49176;38323;34424;41633;32493;3355;28578;27446;30195;28171;2948;30816;27343;23019;29286;32296;33698;3427;34254;26117;29328;33909;35611;42072;43569;48052;45724;49381;46546;399;55608;50371;4942;49139;50441;56949;70083;80962;93785;1117;12685;14566;1644;17791;17975;17951;15771;14492;14015;12485;1044;79945;52794;23941;10054;-12979;-1041;-99342;-27891;-53946;-83075;-11;-14052;-1663;-16114;-51351;-85202;-54934;-70062;-21181;-17749;-11892;70197;33267;6785;81611;69394;54516;34501;-31551;-58157;-86006;-72675;-56632;-10675;-18757;-27743
1;-84262;-17805;-3776;-48968;-43532;-34537;-22609;-15558;-88218;-46324;2904;24812;32712;60388;68378;11063;15066;15972;13788;13318;13848;13275;14105;1499;14568;15744;14639;14671;13283;12198;11205;9308;78534;70614;52743;45848;46944;31317;30182;29788;25495;31717;39188;42084;48988;52246;42916;37303;39716;40162;39864;31388;26465;19594;16747;19601;10399;3125;-44258;-87777;-77797;-58027;-46462;-11038;-18898;-21046;-26967;-25862;-26979;-22106;-22591;-29095;-31015;-31747;-36683;-39363;-31782;-27532;-29677;-26819;-3066;-34942;-40363;-4117;-29955;-36109;-39675;-30583;-30763;-30608;-33187;-4404;-36782;-3784;-33511;-23098;-28285;-33087;-3587;-28817;-30915;-27966;-31437;-31233;-26984;-30123;-28199;-28562;-29936;-20905;-14768;81921;35704;47192;81047;10646;1079;95587;69452;38326;87645;-30285;-66244;-61047;-68347;-67455;-74047;-71577;-72293;-67268;-60814;-63593;-34146;48132;10023;14652;16444;39391;29949;-13081
1;-13875;-3185;-36918;-40218;-40024;-37358;-30511;-19115;-14654;-12901;-7183;-55093;-64574;-57124;-41354;-41649;-44129;-46447;-4198;-42159;-51412;-50456;-4365;-41387;-2255;-25358;-42824;-4235;-3782;-36399;-24655;-29769;-33742;-23651;-21486;-12602;-1983;-68725;-36415;-12004;10041;-8325;-58123;17883;75871;-69555;83895;26671;28879;18773;165;23074;94525;68741;15806;14012;80611;41912;87782;19189;70153;-11035;81425;16733;42585;21244;19078;11396;35826;90734;29802;29608;38287;25064;23717;45359;37863;34778;43607;56906;51617;45509;53829;66925;55716;41605;49156;48602;46805;45143;47812;58218;66565;65587;78811;81081;10288;11264;12009;15655;1763;19472;19255;17944;15857;14931;13525;11727;93855;65136;50859;43762;-19947;-20805;-26768;-16093;-18633;-16472;-1345;-78873;-13609;-43537;-64569;-97532;-16415;-25278;-11752;26144;62593;10582;11008;11347;10506;7181;51617;82534;-99961;25865;-63872;-15276
1;28105;-55757;-12613;-23041;-28798;-34956;-31005;-22272;-18323;-16106;-10526;-83122;-85984;-8379;-82662;-78205;-80246;-81686;-78585;-81015;-8564;-81825;-81821;-8244;-80422;-84774;-85943;-81713;-86885;-83561;-93362;-97374;-94781;-94826;-99534;-10126;-10078;-98878;-96975;-94514;-99279;-88539;-86205;-81468;-73979;-62344;-59543;-48115;-48901;-45771;-45873;-36889;-34827;-28503;-25618;-27655;-27005;-25701;-2345;-25083;-11926;-20244;-10908;-59831;-32467;-44095;13582;57259;11758;13459;20295;17208;25737;29849;35953;38938;3534;41642;31558;39199;38608;35275;38662;39922;47416;39093;43363;40258;47558;44578;46484;40699;52453;40729;48114;52634;51266;55656;57596;62977;59418;68281;65176;8409;97055;99854;11775;12654;11452;11137;10264;10239;10125;1152;11089;95426;65327;58346;59428;62474;68902;67242;70809;76863;75206;84001;80231;90044;96157;95323;11053;15527;20759;20575;21959;21173;20049;14078;12762;15304
1;38845;-22797;-38863;-42743;-38605;-3085;-19183;-15423;-11615;-49033;-41087;-31227;-40448;-37402;-36824;-41025;-27162;-3617;-43053;-40417;-40072;-46222;-56858;-60774;-54825;-69336;-75385;-74987;-73669;-80015;-94854;-83755;-91594;-98978;-95712;-83926;-85914;-91783;-75497;-79487;-63922;-64091;-48301;-4018;-35021;-20064;-25545;-97416;54267;-59261;-69106;-2438;-12087;67259;95996;50015;78922;13821;12677;16844;20496;24537;18788;29971;352;44476;47577;45118;546;55854;60606;63881;59524;66498;66794;70904;64174;58303;55295;51378;46493;40979;41729;47568;35791;34718;31179;2979;30531;30046;42871;26227;30631;27214;34956;46643;57457;84863;10078;11693;14647;16698;18846;18746;18751;17356;15381;13925;1205;93655;59967;2216;-14602;-30861;-30744;-29309;-29343;-24411;-26887;-17657;-25302;-2973;-29769;-18991;-25324;-32343;-1887;-14682;1093;45204;98135;93968;10419;11969;11796;10242;1143;17484;20525;-94935
1;11599;-85073;-29178;-41931;-43704;-4117;-37054;-26378;-14085;-11822;-72737;-12274;-15229;-11788;-14117;-10006;-19476;-86822;-9732;-14053;-10775;-18673;-16654;-15551;-23662;-25257;-39234;-39668;-29922;-41371;-42884;-49189;-48548;-5691;-61681;-57049;-56728;-53944;-60118;-67811;-53907;-40628;-34154;-31272;-39137;-24041;-20457;-63206;1012;2981;88534;27994;18622;14792;13991;20449;13055;16199;18038;11619;23812;26117;13929;26945;17047;11681;21401;27573;35043;23547;36136;35861;31038;44716;46093;4903;42567;32861;35205;31244;311;41548;35538;25669;29394;25682;20922;24527;19752;21467;21718;26944;22247;24621;3782;49195;82784;94705;10496;11953;14699;17244;18702;17976;17588;16458;13879;12796;10082;73747;28903;-36991;-25636;-33613;-29071;-27878;-33178;-29246;-26285;-29185;-33771;-2527;-37401;-2972;-27971;-18769;-20176;-16394;31548;49722;8409;95535;11318;12609;13466;11946;10883;1226;11796;-10334
1;13603;14448;51571;-18835;-29997;-37973;-35056;-23136;-16602;-15929;-52685;-85959;-2481;-22169;-19765;-31816;-23737;-28611;-35288;-48522;-43573;-51149;-51514;-57349;-65317;-60181;-74625;-6521;-73231;-72329;-85722;-82206;-10874;-11985;-12318;-1208;-1234;-13015;-11799;-12364;-11695;-10443;-11567;-98727;-78194;-67967;-56828;-48808;-44839;-39926;-3111;-20462;-24193;-17287;-12325;-28007;-32529;10705;-93738;21931;60664;4311;61216;14477;16369;13142;30964;27194;26844;41373;3679;4107;46102;52275;41668;56734;50897;48604;46141;53696;5428;43147;47479;37882;41833;43658;3903;35827;39171;30896;29994;27558;27663;2931;37044;3671;28931;32446;34813;51272;64659;95335;11623;12165;13473;16285;20365;21448;20278;18799;18457;14908;12317;88541;33577;-14437;-33581;-3123;-25988;-25667;-2014;-28355;-23689;-11393;-28647;-14515;-11015;-21798;-11223;-17212;45795;31022;96953;10499;1697;20988;21879;14954;12018;16176
1;23209;70803;-92651;-17525;-14906;-90812;-11927;51328;5972;11633;16093;15871;15763;15157;15087;14795;14338;1473;1459;13467;13692;12783;12231;11392;11817;10938;10382;99138;91279;83948;83922;72999;71538;60123;5489;49677;4787;46435;52906;42285;50387;50963;5615;60899;65297;69891;77549;71742;73628;78476;67306;61557;58692;55876;51391;5194;50872;50223;44989;37951;39101;35458;38263;35745;36271;31607;31794;33025;35141;35422;34474;35708;39861;29838;27016;24516;15032;15834;12521;12872;75067;41822;-61394;-12611;-19438;-22195;-2919;-39525;-38642;-43002;-44528;-4689;-52391;-58137;-614;-49832;-34726;-31037;-11962;-20261;-44562;12954;25935;21992;13793;74647;-18506;-28872;-45653;-6846;-87136;-10826;-132;-13977;-15625;-16372;-16256;-16904;-16518;-17435;-16983;-17314;-17264;-17644;-18245;-18652;-18338;-18158;-15771;-10747;-74223;-66402;-2533;-96722;-40733;-1123;-14289;-16574;-17985;-33427
